account_id,name,risk_score,dpd,total_debt,due_date,loan_type,region,last_payment_date,payment_frequency,partial_payments_count,payment_channel,last_contact_channel,response_time_avg,bot_interaction_score,call_pickup_rate,occupation_type,region_income_level,loan_purpose,stage_last_contacted,touchpoints_count,recommended_next_action,age,monthly_income,last_payment_days_ago,contact_channel,response_behavior,risk_level,dpd_bucket,income_level,ai_risk_score,last_contact_date,recovered
ACCT01404,User_1404,1.5279066213301336,23,83938.42656859454,2025-06-26,Credit Card,South,2025-06-09,Irregular,2,BankBranch,LINE,19,0.43,0.16,Salaried,Medium,Consumption,Stage 2,1,Send SMS,31,16711.118121561245,0,None,Ignored,Medium,8–30,Mid,0.7700854149607677,2025-06-19,0
ACCT01405,User_1405,2.7620953716116325,0,74605.3390427541,2025-06-18,Personal Loan,South,2025-05-15,Irregular,1,MobileApp,LINE,48,0.97,0.47,Freelancer,Medium,Investment,Stage 1,2,Escalate,26,42649.26651657519,49,None,Slow,Low,0–7,High,0.8304289879811906,2025-07-04,1
ACCT01406,User_1406,0.0,29,79425.2078971042,2025-07-23,Car Loan,Northeast,2025-06-21,Irregular,2,ATM,LINE,19,0.33,0.22,Business Owner,Medium,Consumption,Stage 0,2,Escalate,31,16626.809902168927,25,LINE,Ignored,Medium,8–30,Mid,0.7967393814711192,2025-06-17,0
ACCT01407,User_1407,0.0,9,39068.54240643124,2025-07-27,SME Loan,Bangkok,2025-05-20,Monthly,1,ATM,LINE,65,0.16,0.97,Unemployed,Medium,Investment,Stage 2,2,Escalate,37,68012.299565631,78,Voice,Ignored,Medium,8–30,High,0.8683549260065709,2025-07-02,1
ACCT01408,User_1408,3.0126673039109733,24,79432.17292646764,2025-07-01,SME Loan,Bangkok,2025-06-03,Weekly,1,ATM,Phone,68,0.62,0.7,Unemployed,High,Emergency,Stage 0,6,LINE Bot,35,68408.00791922364,79,LINE,Ignored,High,8–30,High,0.9961290172592668,2025-07-13,1
ACCT01409,User_1409,0.17464032231572846,8,47585.93363579478,2025-06-28,Personal Loan,Bangkok,2025-06-09,Irregular,2,ATM,Phone,39,0.81,0.49,Unemployed,Low,Investment,Stage 2,8,Send SMS,53,43302.47719344502,74,SMS,Ignored,Low,8–30,High,0.8612452535519135,2025-06-16,0
ACCT01410,User_1410,0.03833396708990533,3,35187.427005027916,2025-07-15,Home Loan,Bangkok,2025-06-06,Monthly,2,BankBranch,Email,59,0.31,0.92,Unemployed,Low,Consumption,Stage 2,1,Call,31,21009.129218256712,27,LINE,Slow,High,8–30,Mid,0.683639797652456,2025-07-11,1
ACCT01411,User_1411,3.126388283698116,7,80505.13407065564,2025-07-06,Home Loan,Northeast,2025-05-19,Weekly,3,MobileApp,Email,57,0.81,0.4,Business Owner,Medium,Emergency,Stage 0,6,LINE Bot,18,26881.286240868063,24,None,Responsive,Low,8–30,Mid,0.7687897209601703,2025-07-04,1
ACCT01412,User_1412,1.1524600188013199,22,49727.89110767301,2025-07-21,Home Loan,Central,2025-06-24,Weekly,2,ATM,LINE,70,0.45,0.84,Unemployed,Low,Consumption,Stage 1,7,Escalate,40,18784.418991561637,17,SMS,Ignored,Medium,8–30,Mid,0.5680338030509124,2025-06-15,0
ACCT01413,User_1413,1.0917755441632153,0,57004.027847183774,2025-07-21,Personal Loan,South,2025-06-16,Monthly,3,LINE,SMS,6,0.55,0.76,Unemployed,High,Consumption,Stage 0,8,Send SMS,27,63504.66196829706,0,Voice,Responsive,High,0–7,High,0.94392499031815,2025-06-15,0
ACCT01414,User_1414,4.700004689802168,12,59856.67844605024,2025-07-17,SME Loan,Bangkok,2025-05-22,Weekly,4,LINE,SMS,3,0.1,0.58,Unemployed,High,Investment,Stage 0,10,Call,43,24608.01356258946,70,None,Responsive,Medium,0–7,Mid,0.8866294179266179,2025-06-26,1
ACCT01415,User_1415,0.0,19,69095.97790276489,2025-06-20,Car Loan,Bangkok,2025-06-09,Monthly,2,BankBranch,SMS,62,0.55,0.83,Freelancer,Medium,Consumption,Stage 0,4,LINE Bot,58,8423.02797295931,71,None,Responsive,High,8–30,Low,0.9872912295471091,2025-06-25,0
ACCT01416,User_1416,2.5256802561624743,10,91105.99844159,2025-07-23,Home Loan,Northeast,2025-06-09,Monthly,2,ATM,Email,49,0.47,0.96,Freelancer,High,Investment,Stage 0,4,LINE Bot,35,30423.60384826916,25,None,Slow,Medium,8–30,Mid,0.6763965304730409,2025-06-30,1
ACCT01417,User_1417,0.734026249794169,7,27917.741825638408,2025-07-19,Personal Loan,Bangkok,2025-06-13,Weekly,5,ATM,Email,54,0.15,0.77,Unemployed,Low,Emergency,Stage 0,10,Escalate,35,48264.31413912718,80,None,Responsive,Medium,0–7,High,0.6543122592785497,2025-07-05,1
ACCT01418,User_1418,1.0971845577265138,5,5322.0232233981,2025-07-04,Personal Loan,North,2025-06-23,Monthly,3,MobileApp,Phone,40,0.74,0.63,Freelancer,Low,Consumption,Stage 2,7,LINE Bot,61,73294.44411744857,20,LINE,Responsive,Low,0–7,High,0.8895175830100793,2025-07-04,1
ACCT01419,User_1419,3.816936852825063,4,81984.7360186074,2025-06-12,SME Loan,Central,2025-07-01,Irregular,4,BankBranch,Email,52,0.55,0.96,Business Owner,High,Investment,Stage 2,3,Call,57,9361.982695813647,58,LINE,Ignored,Medium,0–7,Low,0.6898289102178881,2025-06-23,0
ACCT01420,User_1420,1.7456715125792475,13,34333.55024470977,2025-06-11,Personal Loan,South,2025-05-15,Monthly,3,BankBranch,LINE,29,0.93,0.62,Salaried,High,Investment,Stage 1,6,Send SMS,55,74332.88194949528,52,None,Ignored,Medium,8–30,High,0.8754183793815659,2025-06-21,0
ACCT01421,User_1421,1.4965921580992658,25,23267.544815386787,2025-06-10,Personal Loan,North,2025-06-04,Irregular,2,MobileApp,SMS,32,0.29,0.92,Salaried,Medium,Consumption,Stage 0,3,Escalate,39,40650.6975686292,21,LINE,Slow,High,8–30,High,0.5572593423370502,2025-06-20,0
ACCT01422,User_1422,2.6650146746196044,15,60226.99472663524,2025-07-07,Personal Loan,Northeast,2025-05-22,Monthly,0,ATM,Email,41,0.7,0.11,Freelancer,High,Emergency,Stage 1,9,Send SMS,42,31978.358451201035,14,Voice,Ignored,Low,8–30,Mid,0.943563703431573,2025-06-20,0
ACCT01423,User_1423,0.0,1,92275.10715464439,2025-06-22,Personal Loan,Northeast,2025-07-07,Irregular,5,MobileApp,LINE,57,0.44,0.9,Unemployed,Medium,Investment,Stage 0,9,LINE Bot,64,18723.40958608527,48,LINE,Ignored,Medium,0–7,Mid,0.8460518079357245,2025-07-11,1
ACCT01424,User_1424,0.0,9,19001.079156140637,2025-06-14,SME Loan,Bangkok,2025-06-09,Monthly,2,LINE,Email,43,0.59,0.8,Salaried,Medium,Consumption,Stage 2,5,Send SMS,22,72557.82043235702,79,SMS,Slow,Medium,8–30,High,0.9827532388173609,2025-06-29,1
ACCT01425,User_1425,0.0,30,17201.4841856332,2025-07-06,Car Loan,South,2025-05-29,Weekly,0,LINE,Phone,39,0.0,0.32,Unemployed,Low,Consumption,Stage 2,5,Call,26,37810.22937689567,73,Voice,Responsive,Low,8–30,Mid,0.5189882586599859,2025-07-12,1
ACCT01426,User_1426,0.0,5,12704.344101660237,2025-07-24,SME Loan,Bangkok,2025-06-26,Monthly,3,LINE,Email,33,0.4,0.52,Salaried,Medium,Emergency,Stage 2,2,Escalate,23,57760.172974820256,86,LINE,Slow,High,0–7,High,0.9101937846244932,2025-06-27,1
ACCT01427,User_1427,4.402414259880644,25,78296.93235817527,2025-07-24,Home Loan,Central,2025-06-01,Monthly,3,MobileApp,Email,27,0.3,0.71,Freelancer,Medium,Investment,Stage 1,3,Call,63,74244.45549678961,85,SMS,Slow,High,8–30,High,0.9637120362510735,2025-06-30,1
ACCT01428,User_1428,0.0,15,41750.24132101684,2025-06-29,Home Loan,South,2025-05-24,Weekly,0,MobileApp,Phone,67,0.01,0.65,Unemployed,Low,Consumption,Stage 0,5,Escalate,30,61681.57992717152,82,SMS,Responsive,High,8–30,High,0.9200168606056076,2025-06-17,0
ACCT01429,User_1429,0.0,8,39011.10421239043,2025-08-05,SME Loan,North,2025-05-19,Monthly,1,BankBranch,Phone,68,0.82,0.07,Salaried,High,Emergency,Stage 2,10,Escalate,35,38324.92243942109,72,None,Slow,Medium,0–7,Mid,0.9670560106979345,2025-07-03,1
ACCT01430,User_1430,0.0,24,68988.28876321726,2025-08-08,Personal Loan,North,2025-06-20,Monthly,3,MobileApp,LINE,15,0.54,0.69,Unemployed,High,Consumption,Stage 0,7,LINE Bot,26,15081.020022451385,39,SMS,Slow,Medium,8–30,Low,0.5806685185759445,2025-07-10,1
ACCT01431,User_1431,1.5248133956182015,18,84720.57983068122,2025-06-23,Car Loan,Bangkok,2025-05-12,Monthly,1,MobileApp,Phone,71,0.6,0.66,Unemployed,High,Emergency,Stage 2,2,Escalate,33,34785.1606798903,7,Voice,Responsive,Medium,8–30,Mid,0.8474265950593828,2025-07-09,1
ACCT01432,User_1432,2.2514744250785936,30,43856.275736946176,2025-07-03,Credit Card,Central,2025-05-18,Irregular,0,BankBranch,SMS,35,0.27,0.24,Business Owner,Medium,Consumption,Stage 1,3,Call,38,17164.899055240654,32,LINE,Slow,Medium,8–30,Mid,0.5876373360261544,2025-06-21,0
ACCT01433,User_1433,2.3909469767194906,3,74506.22673524694,2025-07-04,SME Loan,Central,2025-07-07,Weekly,4,ATM,SMS,29,0.05,0.97,Business Owner,High,Investment,Stage 0,6,Send SMS,44,9132.3293147488,11,LINE,Responsive,Low,0–7,Low,0.8403683845689727,2025-06-25,0
ACCT01434,User_1434,0.0,7,75602.84738380878,2025-07-04,SME Loan,Bangkok,2025-06-15,Irregular,5,LINE,Email,22,0.1,0.6,Business Owner,High,Investment,Stage 0,3,Call,48,63746.88089121797,81,SMS,Responsive,Medium,0–7,High,0.6232106045008449,2025-07-10,1
ACCT01435,User_1435,0.165756572427177,12,68409.38218268497,2025-07-12,Car Loan,Bangkok,2025-07-04,Weekly,1,ATM,SMS,31,0.14,0.27,Business Owner,High,Emergency,Stage 1,8,Call,21,10825.761586933566,67,SMS,Ignored,Low,0–7,Low,0.5627038068197477,2025-07-11,1
ACCT01436,User_1436,1.0351599009765993,9,62911.059438336626,2025-06-23,Car Loan,Northeast,2025-07-09,Monthly,4,BankBranch,SMS,8,0.91,0.22,Unemployed,Low,Investment,Stage 1,2,Escalate,45,39443.63641155729,24,LINE,Ignored,Medium,8–30,Mid,0.6434753259111728,2025-06-22,0
ACCT01437,User_1437,0.4326177476329059,0,51929.38918766977,2025-07-23,Home Loan,North,2025-06-27,Weekly,2,MobileApp,SMS,28,0.88,0.51,Business Owner,Low,Consumption,Stage 1,8,Escalate,28,48889.89670864621,14,SMS,Responsive,Medium,0–7,High,0.5230932902516953,2025-07-11,1
ACCT01438,User_1438,3.9146911520399854,21,75268.94694156697,2025-06-16,SME Loan,Northeast,2025-05-27,Weekly,4,MobileApp,Phone,12,0.45,0.62,Business Owner,High,Consumption,Stage 0,8,Escalate,63,62544.273900577195,67,LINE,Ignored,Low,8–30,High,0.6343767191507088,2025-06-19,0
ACCT01439,User_1439,1.9319499032765026,18,79272.52688085433,2025-07-17,SME Loan,Central,2025-06-13,Weekly,2,BankBranch,Email,39,0.23,0.86,Unemployed,Medium,Emergency,Stage 1,6,Escalate,30,45137.17367267482,13,LINE,Responsive,Medium,8–30,High,0.800106742952947,2025-06-22,0
ACCT01440,User_1440,1.949755572099635,21,26409.063346858435,2025-07-25,Personal Loan,Central,2025-05-20,Weekly,2,MobileApp,Email,46,0.65,0.47,Unemployed,High,Investment,Stage 2,5,Call,49,45879.157186210505,57,LINE,Responsive,Low,8–30,High,0.8605567869983117,2025-07-11,1
ACCT01441,User_1441,2.1357625373348252,0,14604.884930802626,2025-07-25,Personal Loan,Bangkok,2025-06-04,Monthly,2,ATM,Email,7,0.76,0.15,Business Owner,Medium,Consumption,Stage 2,6,Call,59,63622.43151298436,29,LINE,Slow,Low,0–7,High,0.4920065943828224,2025-07-11,1
ACCT01442,User_1442,3.27694771497065,6,32186.947095481228,2025-06-14,Credit Card,South,2025-06-23,Irregular,1,LINE,LINE,18,0.46,0.77,Unemployed,Low,Consumption,Stage 0,7,Escalate,33,63139.35409254025,91,LINE,Responsive,High,0–7,High,0.8674347303903234,2025-06-14,0
ACCT01443,User_1443,0.4020431174074139,12,57042.651267210036,2025-06-26,Personal Loan,Northeast,2025-07-10,Irregular,0,LINE,Email,17,0.21,0.2,Business Owner,High,Consumption,Stage 2,6,LINE Bot,61,59791.93046854964,26,LINE,Slow,Medium,8–30,High,0.47233318446056777,2025-07-02,1
ACCT01444,User_1444,0.0,11,19949.521664425763,2025-06-28,Credit Card,Northeast,2025-06-11,Weekly,5,LINE,SMS,22,0.3,0.82,Freelancer,High,Investment,Stage 0,10,LINE Bot,49,63300.56788592351,67,Voice,Responsive,High,8–30,High,0.6680345739428055,2025-07-02,1
ACCT01445,User_1445,1.6193759035052833,20,80933.13895805864,2025-07-28,Car Loan,South,2025-05-12,Irregular,1,LINE,Email,70,0.09,0.66,Salaried,Low,Consumption,Stage 0,7,Call,20,76225.12242352578,40,Voice,Responsive,High,8–30,High,0.75568292832707,2025-06-19,0
ACCT01446,User_1446,0.0,18,26296.66366344011,2025-08-07,SME Loan,North,2025-07-01,Irregular,5,ATM,Phone,20,0.64,0.89,Business Owner,Medium,Emergency,Stage 0,6,Call,29,46576.64845330771,63,LINE,Slow,High,8–30,High,0.7720394554735108,2025-06-15,0
ACCT01447,User_1447,0.0,15,73739.0335690653,2025-07-14,Personal Loan,South,2025-05-13,Weekly,5,LINE,LINE,34,0.64,0.1,Salaried,Low,Emergency,Stage 0,7,Escalate,34,77605.64419613696,89,LINE,Slow,Medium,8–30,High,0.704679095951992,2025-06-14,0
ACCT01448,User_1448,2.0627280375101864,33,49377.02352232339,2025-07-17,Personal Loan,North,2025-05-21,Weekly,1,MobileApp,Email,35,0.67,0.86,Salaried,High,Investment,Stage 1,3,LINE Bot,63,15956.398909518117,5,None,Responsive,Medium,8–30,Mid,0.5007746589900338,2025-06-21,0
ACCT01449,User_1449,3.3465661428672715,28,90043.08056032611,2025-07-01,SME Loan,Northeast,2025-05-30,Irregular,5,MobileApp,Phone,43,0.02,0.06,Business Owner,High,Investment,Stage 2,9,Call,47,63368.65971565003,74,SMS,Ignored,High,8–30,High,0.5349441321053732,2025-07-02,1
ACCT01450,User_1450,0.7225431534721234,28,50999.655342273465,2025-06-29,Home Loan,Northeast,2025-06-23,Monthly,1,MobileApp,Phone,9,0.75,0.57,Salaried,High,Emergency,Stage 2,3,Escalate,25,35747.193447099075,43,Voice,Slow,Medium,8–30,Mid,0.7367193634688115,2025-07-11,1
ACCT01451,User_1451,0.8676660251979276,18,58305.4906614007,2025-07-21,Credit Card,Bangkok,2025-05-15,Monthly,4,BankBranch,Phone,11,0.97,0.45,Salaried,Low,Consumption,Stage 1,5,Escalate,34,38026.532740467126,73,Voice,Slow,Low,8–30,Mid,0.9245431090731975,2025-06-20,0
ACCT01452,User_1452,3.774429889270476,3,60585.44621215501,2025-07-04,Personal Loan,South,2025-05-24,Monthly,5,MobileApp,Email,29,0.34,0.7,Salaried,Low,Consumption,Stage 2,7,Call,19,37221.10855433778,25,SMS,Ignored,Medium,0–7,Mid,0.8494035016513571,2025-06-27,1
ACCT01453,User_1453,1.3915063589771366,15,35077.25596866335,2025-08-07,Car Loan,Central,2025-07-09,Monthly,1,BankBranch,Email,1,0.54,0.87,Salaried,Low,Consumption,Stage 0,5,LINE Bot,56,42601.21138408364,46,Voice,Slow,High,8–30,High,0.8580318156407489,2025-07-01,1
ACCT01454,User_1454,5.31336622836079,6,60963.5642755423,2025-08-08,Home Loan,Northeast,2025-06-22,Weekly,5,LINE,Phone,38,0.62,0.78,Freelancer,Low,Investment,Stage 0,2,Send SMS,48,22746.933212661024,23,LINE,Ignored,Low,0–7,Mid,0.9676175410350013,2025-06-16,0
ACCT01455,User_1455,2.0610192912630882,28,71040.58725308834,2025-07-07,Credit Card,North,2025-06-06,Irregular,0,LINE,Email,33,0.8,0.85,Freelancer,Medium,Investment,Stage 1,6,LINE Bot,23,63062.806835825315,80,SMS,Responsive,High,8–30,High,0.7498694948392177,2025-07-10,1
ACCT01456,User_1456,0.0,0,40275.828009594414,2025-06-11,Personal Loan,Northeast,2025-05-18,Irregular,1,MobileApp,LINE,62,0.25,0.39,Business Owner,Low,Emergency,Stage 0,2,Send SMS,36,11213.872511896638,42,SMS,Slow,Low,0–7,Low,0.9599141887301149,2025-06-29,1
ACCT01457,User_1457,2.136683242209065,14,43430.25102643543,2025-07-07,SME Loan,Northeast,2025-06-11,Irregular,3,MobileApp,SMS,7,0.09,0.56,Unemployed,Low,Investment,Stage 2,5,LINE Bot,35,40742.39853266971,2,SMS,Slow,Medium,8–30,High,0.5963603600786356,2025-07-13,1
ACCT01458,User_1458,1.0923167697655556,19,49212.037319464944,2025-07-12,Car Loan,North,2025-06-27,Weekly,2,LINE,LINE,44,0.29,0.89,Salaried,High,Emergency,Stage 1,6,Send SMS,22,77390.24777441559,44,LINE,Responsive,Low,8–30,High,0.8599194735769289,2025-06-29,1
ACCT01459,User_1459,3.4095055081654912,0,82072.03007421775,2025-07-14,Personal Loan,North,2025-07-08,Monthly,0,BankBranch,Phone,29,0.36,0.18,Unemployed,Low,Consumption,Stage 2,10,Call,55,19170.5546507233,76,Voice,Ignored,Medium,0–7,Mid,0.9460347630249721,2025-07-12,1
ACCT01460,User_1460,2.1263627025399168,12,76145.47758393157,2025-07-03,Credit Card,Northeast,2025-07-05,Irregular,4,LINE,Email,16,0.81,0.4,Salaried,Low,Investment,Stage 0,10,Send SMS,34,29047.825906767055,89,Voice,Responsive,Medium,0–7,Mid,0.9824835136948923,2025-07-10,1
ACCT01461,User_1461,0.6730880320324524,10,19167.954887569642,2025-07-21,Credit Card,South,2025-05-14,Irregular,1,MobileApp,LINE,10,0.45,0.35,Unemployed,Medium,Investment,Stage 1,6,Call,36,59208.141273317466,88,Voice,Ignored,Medium,8–30,High,0.6023847319227639,2025-07-10,1
ACCT01462,User_1462,0.0,27,78824.84387968887,2025-07-13,Credit Card,Central,2025-06-18,Monthly,1,BankBranch,SMS,43,0.77,0.08,Business Owner,Low,Investment,Stage 1,9,Call,35,17934.545133240783,15,LINE,Ignored,Medium,8–30,Mid,0.9046106946797438,2025-06-24,0
ACCT01463,User_1463,0.0,28,27756.809445159175,2025-06-28,Home Loan,North,2025-07-02,Monthly,1,ATM,Email,58,0.34,0.16,Business Owner,Medium,Consumption,Stage 0,9,LINE Bot,45,71485.89812479349,67,SMS,Slow,Low,8–30,High,0.6666339915365672,2025-06-21,0
ACCT01464,User_1464,0.0,0,57330.76091755337,2025-08-03,SME Loan,Bangkok,2025-06-28,Irregular,3,ATM,Email,68,0.38,0.31,Business Owner,Medium,Investment,Stage 1,9,Send SMS,31,76878.42636456598,9,Voice,Responsive,High,0–7,High,1.0,2025-06-26,1
ACCT01465,User_1465,0.0,25,58115.34539135709,2025-07-15,Home Loan,Central,2025-05-29,Weekly,1,ATM,LINE,59,0.18,0.8,Salaried,Low,Consumption,Stage 1,2,Escalate,31,14116.50755969722,2,SMS,Ignored,Low,8–30,Low,0.7958448121491329,2025-06-15,0
ACCT01466,User_1466,1.527156808841219,26,35537.59425276352,2025-06-15,Car Loan,Bangkok,2025-06-22,Irregular,3,ATM,SMS,56,0.83,0.69,Salaried,High,Investment,Stage 0,3,Send SMS,45,37807.89791764523,72,SMS,Ignored,High,8–30,Mid,0.9661822558146276,2025-07-02,1
ACCT01467,User_1467,3.4398090087028126,26,58073.87791849853,2025-08-06,Home Loan,South,2025-06-04,Weekly,5,BankBranch,Email,9,0.52,0.12,Salaried,High,Investment,Stage 2,9,Escalate,44,59540.36557220936,9,None,Slow,Medium,8–30,High,0.593005581570446,2025-07-05,1
ACCT01468,User_1468,1.3993430596459622,27,88212.81813337012,2025-07-01,Car Loan,North,2025-05-23,Weekly,3,BankBranch,Email,72,0.87,0.49,Business Owner,Medium,Emergency,Stage 2,1,Send SMS,37,71899.5687905427,53,None,Slow,Medium,8–30,High,0.5603403214785432,2025-06-17,0
ACCT01469,User_1469,0.0,24,97930.2901497693,2025-07-04,Credit Card,South,2025-05-26,Irregular,0,MobileApp,SMS,50,0.56,0.48,Freelancer,Medium,Consumption,Stage 0,2,Send SMS,26,58881.32662967811,46,SMS,Ignored,High,8–30,High,0.5206136624602009,2025-07-07,1
ACCT01470,User_1470,1.2392053364402815,28,42198.72732330584,2025-07-24,SME Loan,North,2025-06-29,Monthly,2,ATM,Phone,55,0.19,0.06,Freelancer,Medium,Investment,Stage 0,4,LINE Bot,43,61208.06792389049,28,LINE,Slow,Low,8–30,High,0.7167312768556102,2025-06-15,0
ACCT01471,User_1471,2.673262973291302,18,44157.36910243263,2025-06-27,SME Loan,Northeast,2025-05-16,Weekly,3,LINE,LINE,70,0.5,0.55,Business Owner,Medium,Consumption,Stage 1,2,LINE Bot,58,31814.87464958753,13,None,Slow,High,8–30,Mid,0.9207514971867173,2025-07-13,1
ACCT01472,User_1472,0.0,12,37032.759760837595,2025-06-11,Credit Card,Northeast,2025-06-24,Monthly,4,MobileApp,SMS,8,0.38,0.23,Business Owner,Medium,Investment,Stage 0,4,Call,44,15514.263070005014,23,SMS,Slow,Medium,8–30,Mid,0.6837061834242381,2025-06-14,0
ACCT01473,User_1473,0.1519656666541646,21,74419.97388169728,2025-07-31,SME Loan,Bangkok,2025-06-22,Weekly,4,ATM,Email,22,0.5,0.83,Freelancer,Medium,Consumption,Stage 1,2,LINE Bot,53,25185.187096134556,48,SMS,Ignored,Medium,8–30,Mid,0.6225873601340763,2025-07-12,1
ACCT01474,User_1474,0.7593763894583941,6,45119.56281027185,2025-07-14,Home Loan,Bangkok,2025-05-21,Weekly,3,LINE,SMS,26,0.57,0.05,Freelancer,High,Investment,Stage 0,8,Escalate,44,52915.7185450937,89,Voice,Responsive,Low,8–30,High,0.64238521788953,2025-06-17,0
ACCT01475,User_1475,0.0,4,26016.003642682776,2025-06-23,Credit Card,Central,2025-06-21,Weekly,0,LINE,Phone,48,0.16,0.37,Business Owner,Low,Emergency,Stage 1,9,Send SMS,50,79057.18485050433,14,LINE,Ignored,High,0–7,High,0.9634063636958383,2025-06-28,1
ACCT01476,User_1476,1.696560867687718,0,6209.7216041940665,2025-06-27,SME Loan,North,2025-07-03,Monthly,3,BankBranch,LINE,48,0.0,0.63,Unemployed,High,Consumption,Stage 0,10,Call,51,48070.08916954596,24,None,Slow,High,0–7,High,0.6223193401209367,2025-06-14,1
ACCT01477,User_1477,0.6581037027844369,7,20435.96722185436,2025-07-06,Car Loan,South,2025-06-13,Irregular,0,MobileApp,SMS,6,0.78,0.13,Salaried,Low,Emergency,Stage 1,2,Call,61,35608.41988998534,1,SMS,Responsive,Medium,8–30,Mid,0.890743628112981,2025-07-11,1
ACCT01478,User_1478,1.7490648878140556,34,9398.354691954908,2025-06-27,Home Loan,Northeast,2025-05-21,Weekly,3,LINE,Phone,45,0.39,0.59,Unemployed,Low,Investment,Stage 2,4,Call,56,80005.7223111791,4,SMS,Slow,High,8–30,High,0.7417902659293696,2025-06-27,1
ACCT01479,User_1479,0.0,0,53668.06171053933,2025-07-23,Home Loan,Bangkok,2025-06-23,Irregular,2,LINE,SMS,71,0.43,0.48,Business Owner,High,Emergency,Stage 1,8,Escalate,40,38699.94644020691,79,None,Responsive,Low,0–7,Mid,0.6651194329565774,2025-06-14,0
ACCT01480,User_1480,0.0,19,87304.590480513,2025-07-21,Car Loan,Northeast,2025-06-14,Weekly,2,MobileApp,Email,69,0.76,0.19,Unemployed,Low,Investment,Stage 1,7,LINE Bot,39,45516.50354618053,14,None,Ignored,High,8–30,High,0.735894385058046,2025-06-28,1
ACCT01481,User_1481,2.334762715655543,11,66321.07818927326,2025-06-29,Home Loan,Northeast,2025-07-05,Irregular,5,LINE,Email,26,0.11,0.64,Freelancer,Low,Investment,Stage 2,9,Send SMS,50,16948.24420128017,4,SMS,Responsive,High,8–30,Mid,1.0,2025-06-25,0
ACCT01482,User_1482,0.204333695816466,6,20872.412236096396,2025-07-13,Home Loan,North,2025-05-18,Irregular,0,MobileApp,Email,23,0.85,0.08,Freelancer,High,Investment,Stage 1,2,Call,45,67962.7113519103,83,None,Slow,Medium,8–30,High,0.5094464545665831,2025-06-23,0
ACCT01483,User_1483,4.1939277024668105,17,64406.51867218665,2025-06-30,Credit Card,North,2025-07-04,Monthly,0,MobileApp,Phone,4,0.58,0.74,Freelancer,Low,Investment,Stage 0,2,Escalate,19,30608.35232786935,53,LINE,Responsive,Low,8–30,Mid,0.8222791950604325,2025-06-30,1
ACCT01484,User_1484,0.11072762877079534,8,57297.191674425405,2025-07-06,Car Loan,Central,2025-06-05,Weekly,1,MobileApp,LINE,13,0.77,0.52,Salaried,Medium,Consumption,Stage 1,3,Call,35,74255.31467445334,36,SMS,Responsive,Low,0–7,High,0.5233484124030026,2025-06-25,0
ACCT01485,User_1485,1.2493694515037719,11,60003.04777860971,2025-07-04,Credit Card,Bangkok,2025-05-27,Weekly,1,LINE,Phone,8,0.21,0.97,Freelancer,Low,Emergency,Stage 2,4,Call,33,77364.03354856357,17,SMS,Ignored,Low,8–30,High,0.9140628039447211,2025-06-26,1
ACCT01486,User_1486,2.76518166374618,0,63716.74396052123,2025-06-14,Car Loan,Central,2025-07-04,Irregular,2,MobileApp,SMS,64,0.16,0.42,Salaried,High,Consumption,Stage 0,6,Send SMS,56,76718.1087929448,55,None,Ignored,Medium,0–7,High,0.71996860967443,2025-06-16,0
ACCT01487,User_1487,0.0,18,29348.370054434003,2025-07-23,SME Loan,Bangkok,2025-05-28,Weekly,4,BankBranch,Phone,5,0.3,0.29,Salaried,Medium,Consumption,Stage 2,5,LINE Bot,18,35099.16154077912,79,SMS,Responsive,Medium,8–30,Mid,0.6154398854638057,2025-07-12,1
ACCT01488,User_1488,0.0,29,7292.993722730729,2025-07-29,Car Loan,Central,2025-07-07,Irregular,4,BankBranch,Phone,40,0.08,0.6,Business Owner,High,Consumption,Stage 1,4,Send SMS,23,56128.322228772355,44,LINE,Slow,Low,8–30,High,0.7518604507579203,2025-07-05,1
ACCT01489,User_1489,0.0,27,63180.68457752585,2025-06-13,SME Loan,North,2025-05-25,Monthly,5,LINE,LINE,27,0.13,0.81,Freelancer,Low,Consumption,Stage 2,10,Send SMS,37,44145.56641339068,15,None,Slow,Low,8–30,High,0.9680453615440259,2025-06-15,0
ACCT01490,User_1490,3.1651682068543643,26,64940.51416721956,2025-08-04,Credit Card,North,2025-05-15,Irregular,4,MobileApp,Email,64,0.48,0.06,Salaried,High,Emergency,Stage 2,6,LINE Bot,24,34675.23293868215,2,Voice,Slow,Low,8–30,Mid,0.9364199157908142,2025-06-17,0
ACCT01491,User_1491,0.0,9,60192.892584528025,2025-06-24,Car Loan,South,2025-06-20,Weekly,3,ATM,Email,29,0.93,0.32,Unemployed,Medium,Consumption,Stage 0,7,Call,20,30004.56248034209,38,None,Slow,Medium,8–30,Mid,0.88216028241959,2025-06-30,1
ACCT01492,User_1492,5.846398571336504,25,99663.6019292944,2025-06-22,Credit Card,Bangkok,2025-05-18,Monthly,1,ATM,LINE,41,0.54,0.94,Freelancer,High,Investment,Stage 2,3,Call,48,27928.27653910961,84,None,Ignored,Medium,8–30,Mid,0.5218670290969142,2025-06-25,0
ACCT01493,User_1493,0.0,15,26739.900793537246,2025-06-23,Home Loan,Central,2025-06-22,Weekly,0,LINE,Phone,64,0.91,0.26,Unemployed,Low,Investment,Stage 0,1,Send SMS,25,63780.86257217835,78,SMS,Ignored,Low,8–30,High,0.7191598788296003,2025-07-05,1
